_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
111,GO-20181858695,2018,2018-10-08,1240,2018,2018-10-08,1241,NSA,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
112,GO-20181879526,2018,2018-10-09,800,2018,2018-10-11,1404,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
113,GO-20181962746,2018,2018-10-22,1417,2018,2018-10-24,1910,D53,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,099,Mount Pleasant East (99),099,Mount Pleasant East (99),YES
114,GO-20181967758,2018,2018-10-25,710,2018,2018-10-25,1205,D14,Streets/Roadways/Highway,NO,NO,Indigenous,None,None,None,None,None,NO,Assault,162,West Queen West (162),082,Niagara (82),NO
115,GO-20181988491,2018,2018-10-26,800,2018,2018-10-28,1120,D13,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,101,Forest Hill South (101),101,Forest Hill South (101),NO
116,GO-20181993895,2018,2018-10-27,0,2018,2018-10-29,846,D11,Business/Retail,NO,NO,None,None,None,Jewish,2SLGBTQ+,None,YES,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
117,GO-20182007391,2018,2018-10-27,908,2018,2018-10-31,908,D13,Other Commercial / Corporate Places ,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,094,Wychwood (94),094,Wychwood (94),NO
118,GO-20181998661,2018,2018-10-29,2204,2018,2018-10-29,2204,D53,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO
119,GO-20182003974,2018,2018-10-30,1600,2018,2018-10-30,1754,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,Indian,None,Jewish,None,None,YES,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO
120,GO-20182002203,2018,2018-10-30,1309,2018,2018-10-30,1309,D52,NA,NO,NO,None,None,None,None,None,Woman,NO,Criminal Harassment,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),YES
121,GO-20182034568,2018,2018-11-04,1136,2018,2018-11-04,1136,D51,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,2SLGBTQ+,None,YES,Assault With a Weapon,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
122,GO-20182034453,2018,2018-11-04,1113,2018,2018-11-04,1113,D55,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),NO
123,GO-20182066758,2018,2018-11-08,1,2018,2018-11-09,1143,D42,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO
124,GO-20182086034,2018,2018-11-10,13,2018,2018-11-12,1242,D14,Business/Retail,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,163,Fort York-Liberty Village (163),082,Niagara (82),NO
125,GO-20182082287,2018,2018-11-11,2002,2018,2018-11-11,2002,D13,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Robbery,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
126,GO-20182124051,2018,2018-11-18,1110,2018,2018-11-18,1118,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Assault,060,Woodbine-Lumsden (60),060,Woodbine-Lumsden (60),NO
127,GO-20182133081,2018,2018-11-19,1505,2018,2018-11-19,1901,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
128,GO-20182143761,2018,2018-11-21,1151,2018,2018-11-21,1151,D31,Other Commercial / Corporate Places ,NO,NO,White,None,None,None,None,None,NO,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
129,GO-20182150780,2018,2018-11-22,1227,2018,2018-11-22,1227,D53,NA,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO
130,GO-20182176935,2018,2018-11-26,1612,2018,2018-11-26,1612,D13,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,NO,Criminal Harassment,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),NO
131,GO-20182239737,2018,2018-12-05,1300,2018,2018-12-07,735,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,037,Willowdale West (37),037,Willowdale West (37),NO
132,GO-20182240409,2018,2018-12-06,1119,2018,2018-12-06,1119,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Criminal Harassment,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
133,GO-20182257023,2018,2018-12-08,2100,2018,2018-12-08,2305,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
134,GO-2019309664,2019,2019-01-01,1200,2019,2019-02-18,1308,D41,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,120,Clairlea-Birchmount (120),120,Clairlea-Birchmount (120),NO
135,GO-201969491,2019,2019-01-12,100,2019,2019-01-12,225,D52,Business/Retail,NO,NO,None,Palestinian,None,None,None,None,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
136,GO-201998654,2019,2019-01-16,1600,2019,2019-01-16,1603,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),NO
137,GO-2019143068,2019,2019-01-23,1415,2019,2019-01-23,1456,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
138,GO-2019159337,2019,2019-01-25,2300,2019,2019-01-25,2313,D51,Business/Retail,NO,NO,None,None,None,None,None,"Transgender, Transgender Woman (Identifies As Woman)",YES,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
139,GO-2019181628,2019,2019-01-26,1335,2019,2019-01-29,1613,NSA,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,NSA,NSA,NSA,NSA,NO
140,GO-2019167334,2019,2019-01-27,300,2019,2019-01-27,930,D13,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,107,Oakwood Village (107),107,Oakwood Village (107),NO
141,GO-2019245534,2019,2019-02-07,1700,2019,2019-02-08,754,D14,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),YES
142,GO-2019277259,2019,2019-02-11,0,2019,2019-02-13,1033,D14,Non-Commercial/Non for Profit,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,163,Fort York-Liberty Village (163),082,Niagara (82),NO
143,GO-2019353647,2019,2019-02-22,2300,2019,2019-02-25,1023,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,None,Transgender,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
144,GO-2019344359,2019,2019-02-23,1000,2019,2019-02-23,1723,D53,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,103,Lawrence Park South (103),103,Lawrence Park South (103),NO
145,GO-2019366090,2019,2019-02-26,0,2019,2019-02-27,1012,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,Transgender,YES,Mischief Under $5000,089,Runnymede-Bloor West Village (89),089,Runnymede-Bloor West Village (89),NO
146,GO-2019369638,2019,2019-02-27,700,2019,2019-02-27,2108,D32,Business/Retail,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),NO
147,GO-2019390495,2019,2019-03-02,1953,2019,2019-03-02,1956,D41,Public Transportation,NO,NO,None,Indian,None,None,None,None,NO,Assault,124,Kennedy Park (124),124,Kennedy Park (124),NO
148,GO-2019412582,2019,2019-03-02,1,2019,2019-03-06,930,D12,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Uttering Threats - Bodily Harm,028,Rustic (28),028,Rustic (28),NO
149,GO-2019447155,2019,2019-03-09,828,2019,2019-03-12,956,D32,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,152,East Willowdale (152),051,Willowdale East (51),NO
150,GO-2019440438,2019,2019-03-10,1504,2019,2019-03-10,1504,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
151,GO-2019462672,2019,2019-03-14,143,2019,2019-03-14,144,D52,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
152,GO-2019492338,2019,2019-03-15,1600,2019,2019-03-18,1551,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,None,Transgender,NO,Wilful Promotion of Hatred,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),NO
153,GO-2019478197,2019,2019-03-16,1046,2019,2019-03-16,1046,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,Palestinian,None,Jewish,None,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
154,GO-2019490612,2019,2019-03-18,1000,2019,2019-03-18,1212,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",105,Lawrence Park North (105),105,Lawrence Park North (105),NO
155,GO-2019526854,2019,2019-03-23,1416,2019,2019-03-23,1446,D33,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO
156,GO-2019544459,2019,2019-03-25,353,2019,2019-03-26,1014,D31,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Criminal Harassment,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),NO
157,GO-2019623915,2019,2019-04-06,2230,2019,2019-04-07,347,D41,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,Gay,None,NO,Mischief Under $5000,126,Dorset Park (126),126,Dorset Park (126),NO
158,GO-2019841432,2019,2019-04-08,1200,2019,2019-05-09,1040,D42,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,147,L'Amoreaux West (147),117,L'Amoreaux (117),NO
159,GO-2019653173,2019,2019-04-09,1800,2019,2019-04-11,1144,D41,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Muslim,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",121,Oakridge (121),121,Oakridge (121),NO
160,GO-20191772183,2019,2019-04-10,1200,2019,2019-09-15,1137,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Criminal Harassment,163,Fort York-Liberty Village (163),082,Niagara (82),NO
161,GO-2019645621,2019,2019-04-10,1015,2019,2019-04-10,1015,D14,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
162,GO-2019671692,2019,2019-04-13,257,2019,2019-04-13,2200,NSA,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Muslim,None,None,NO,Assault,NSA,NSA,NSA,NSA,NO
163,GO-2019729676,2019,2019-04-21,1500,2019,2019-04-23,1201,D55,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",067,Playter Estates-Danforth (67),067,Playter Estates-Danforth (67),NO
164,GO-2019743044,2019,2019-04-25,1010,2019,2019-04-25,1051,D51,Streets/Roadways/Highway,NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),NO
165,GO-2019784707,2019,2019-04-30,900,2019,2019-05-01,1330,D32,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Criminal Harassment,NSA,NSA,NSA,NSA,NO
166,GO-2019812160,2019,2019-05-05,1236,2019,2019-05-05,1236,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
167,GO-2019940824,2019,2019-05-07,1519,2019,2019-05-23,1400,D51,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
168,GO-2019842550,2019,2019-05-09,1310,2019,2019-05-09,1310,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,"Jewish, Muslim",None,None,YES,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
169,GO-2019870512,2019,2019-05-10,2100,2019,2019-05-13,1813,D52,Business/Retail,NO,NO,None,None,None,Sikh,None,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
170,GO-2019870455,2019,2019-05-10,1200,2019,2019-05-13,1706,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,059,Danforth East York (59),059,Danforth East York (59),NO
171,GO-2019865249,2019,2019-05-12,1750,2019,2019-05-12,1902,D14,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Disturbing Religious Worship Or Certain Meetings,085,South Parkdale (85),085,South Parkdale (85),NO
172,GO-2019883503,2019,2019-05-15,700,2019,2019-05-15,1043,D52,Other Commercial / Corporate Places ,NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
173,GO-2019900679,2019,2019-05-17,1943,2019,2019-05-17,1943,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,Somali,None,None,None,None,YES,Uttering Threats - Bodily Harm,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),NO
174,GO-2019898873,2019,2019-05-17,951,2019,2019-05-17,1211,D43,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Uttering Threats - Bodily Harm,133,Centennial Scarborough (133),133,Centennial Scarborough (133),YES
175,GO-2019911566,2019,2019-05-19,833,2019,2019-05-19,833,D22,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO
176,GO-2019982862,2019,2019-05-20,1200,2019,2019-05-29,1100,D32,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Uttering Threats - Bodily Harm,034,Bathurst Manor (34),034,Bathurst Manor (34),YES
177,GO-2019936910,2019,2019-05-22,1800,2019,2019-05-22,2310,NSA,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
178,GO-2019994557,2019,2019-05-28,1200,2019,2019-05-31,1030,D51,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Assault,074,North St.James Town (74),074,North St.James Town (74),NO
179,GO-2019985921,2019,2019-05-29,1000,2019,2019-05-29,1803,D14,"Medical Facility (Hospitals, Long-term Care, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Criminal Harassment,095,Annex (95),095,Annex (95),NO
180,GO-2019998121,2019,2019-05-31,1205,2019,2019-05-31,1205,D51,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Muslim,2SLGBTQ+,Woman,YES,Criminal Harassment,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
181,GO-2019995349,2019,2019-05-31,30,2019,2019-06-01,35,D42,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,128,Agincourt South-Malvern West (128),128,Agincourt South-Malvern West (128),NO
182,GO-20191025593,2019,2019-06-01,700,2019,2019-06-04,948,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,Woman,YES,Criminal Harassment,136,West Hill (136),136,West Hill (136),NO
183,GO-20191021656,2019,2019-06-03,1745,2019,2019-06-03,1822,D14,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO
184,GO-20191041096,2019,2019-06-03,1800,2019,2019-06-06,1741,D51,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
185,GO-20191029086,2019,2019-06-04,1750,2019,2019-06-04,1750,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Causing a Disturbance,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
186,GO-20191063272,2019,2019-06-07,0,2019,2019-06-09,1519,D33,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO
187,GO-20191062212,2019,2019-06-08,130,2019,2019-06-09,1330,D22,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Assault,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
188,GO-20191082293,2019,2019-06-11,1354,2019,2019-06-12,913,D31,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,027,York University Heights (27),027,York University Heights (27),YES
189,GO-20191128847,2019,2019-06-15,2000,2019,2019-06-18,1710,D55,Streets/Roadways/Highway,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Interfere With Property,070,South Riverdale (70),070,South Riverdale (70),NO
190,GO-20191122668,2019,2019-06-17,1916,2019,2019-06-17,1916,D51,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,072,Regent Park (72),072,Regent Park (72),NO
191,GO-20191118461,2019,2019-06-17,1000,2019,2019-06-17,1035,D32,"Open Area, Park or Parking Lot",NO,NO,None,Chinese,None,None,None,None,NO,Assault,050,Newtonbrook East (50),050,Newtonbrook East (50),NO
192,GO-20191136491,2019,2019-06-19,230,2019,2019-06-19,1507,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,None,"Transgender, Transgender Woman (Identifies As Woman)",YES,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),NO
193,GO-20191171944,2019,2019-06-19,1045,2019,2019-06-24,1404,D22,Public Transportation,NO,NO,None,Sri Lankan,None,None,None,None,NO,Assault,015,Kingsway South (15),015,Kingsway South (15),NO
194,GO-20191148777,2019,2019-06-20,1900,2019,2019-06-21,805,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),NO
